Edad	Apariciones	Victorias	Derrotas	Goles	Goles_de_cabeza	Goles_con_pie_derecho	Goles_con_pie_izquierdo	Tiros_al_palo	Entradas	Éxito_entradas_%	Disparos_bloqueados	Intercepciones	Despejes	Despejes_de_cabeza	Recuperaciones	Duelos_ganados	Duelos_perdidos	Duelos_50_50_exitosos	Duelos_aéreos_ganados	Duelos_aéreos_perdidos	Asistencias	Pases	Pases_por_partido	Ocasiones_claras_creadas	Centros	Tarjetas_amarillas	Faltas	Fueras_de_juego	Cluster	PCA1	PCA2
19.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.879179966844998	-0.42796535679679
24.0	29	11	8	0	0.0	0.0	0.0	0.0	51.0	57.0	7.0	9.0	17.0	8.0	124.0	140.0	151.0	33.0	9.0	22.0	2	995	34.31	1.0	57.0	7	30	0.0	0	-2.206956553685904	-0.07436041935307497
24.0	5	0	5	0	0.0	0.0	0.0	0.0	3.0	100.0	1.0	9.0	12.0	7.0	11.0	27.0	23.0	3.0	15.0	9.0	0	117	23.4	0.0	12.0	1	5	1.0	0	-2.9508000204608713	-0.0009965128857872937
30.0	172	88	40	2	0.0	0.0	2.0	1.0	332.0	68.0	20.0	307.0	496.0	243.0	715.0	757.0	640.0	127.0	239.0	260.0	9	6012	34.95	13.0	429.0	17	112	13.0	3	4.139475656601585	1.3321132717136637
29.0	23	6	11	0	0.0	0.0	0.0	0.0	32.0	72.0	2.0	26.0	115.0	63.0	59.0	95.0	50.0	5.0	46.0	22.0	0	776	33.74	0.0	3.0	6	22	2.0	0	-2.1965805705681403	0.5138307474597484
26.0	2	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	9.0	1.0	7.0	0.0	1.0	0.0	0	54	27.0	0.0	0.0	1	2	0.0	0	-3.4242635063472213	-0.14407791953982338
27.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.582485385732597	-0.2658780176100851
29.0	38	6	19	2	2.0	0.0	0.0	0.0	58.0	66.0	0.0	60.0	270.0	152.0	183.0	192.0	145.0	22.0	103.0	84.0	0	1186	31.21	0.0	10.0	4	24	2.0	0	-1.3175057058466362	1.2311018306640866
21.0	2	0	2	0	0.0	0.0	0.0	0.0	8.0	38.0	0.0	1.0	6.0	5.0	11.0	12.0	7.0	0.0	3.0	3.0	0	79	39.5	0.0	0.0	0	2	0.0	0	-3.3818424220825376	-0.11186137272768182
23.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.7308326762887978	-0.34692168720343763
33.0	20	7	12	0	0.0	0.0	0.0	0.0	39.0	64.0	0.0	18.0	53.0	29.0	70.0	78.0	54.0	3.0	30.0	26.0	0	342	17.1	0.0	6.0	4	15	0.0	0	-2.356967812060523	0.38407652181051527
36.0	261	152	50	22	7.0	13.0	2.0	8.0	528.0	81.0	40.0	393.0	1137.0	533.0	1154.0	1427.0	915.0	106.0	587.0	325.0	20	9871	37.82	20.0	520.0	55	293	18.0	2	11.030386034900767	2.827675996940454
30.0	180	52	87	7	0.0	6.0	1.0	7.0	363.0	70.0	41.0	227.0	164.0	62.0	903.0	633.0	665.0	81.0	108.0	140.0	9	6813	37.85	11.0	56.0	30	199	3.0	3	4.364191524535846	0.20676833576934436
29.0	110	28	55	10	2.0	6.0	2.0	2.0	100.0	65.0	40.0	70.0	83.0	32.0	408.0	435.0	648.0	175.0	114.0	171.0	22	1831	16.65	23.0	536.0	6	57	20.0	3	2.5738954470961057	-2.318965084032272
32.0	15	4	7	0	0.0	0.0	0.0	1.0	4.0	100.0	4.0	8.0	6.0	3.0	36.0	21.0	59.0	13.0	1.0	11.0	4	251	16.73	5.0	84.0	1	12	6.0	0	-2.200242227207433	-0.4124520654831101
20.0	2	1	1	0	0.0	0.0	0.0	0.0	1.0	100.0	0.0	1.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	0.0	0	18	9.0	0.0	0.0	0	1	0.0	0	-3.364618114295678	-0.20297708532889544
28.0	2	0	2	0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	1.0	1.0	9.0	6.0	9.0	0.0	2.0	0.0	0	63	31.5	0.0	0.0	0	1	0.0	0	-3.3322746445760587	-0.0880444763832485
22.0	20	5	9	1	0.0	0.0	1.0	0.0	21.0	86.0	4.0	15.0	9.0	7.0	56.0	47.0	55.0	4.0	12.0	14.0	0	275	13.75	0.0	15.0	5	16	0.0	0	-2.7561993905478417	-0.12769743876479278
22.0	19	7	10	1	0.0	0.0	1.0	0.0	23.0	48.0	3.0	4.0	5.0	3.0	49.0	72.0	85.0	25.0	9.0	22.0	1	298	15.68	3.0	14.0	0	4	2.0	0	-2.844200512028687	-0.4226590506110777
20.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.842093144205948	-0.40770443939845186
30.0	190	61	75	8	0.0	1.0	7.0	5.0	212.0	62.0	28.0	230.0	515.0	256.0	855.0	645.0	584.0	60.0	260.0	208.0	18	6957	36.62	27.0	752.0	23	88	18.0	3	5.1065138299090265	-0.4174148548901322
29.0	40	15	19	2	0.0	2.0	0.0	1.0	57.0	56.0	5.0	79.0	243.0	125.0	167.0	188.0	165.0	3.0	124.0	99.0	0	1335	33.38	1.0	2.0	4	25	0.0	0	-1.2654213924291409	0.9892334723892067
19.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.879179966844998	-0.42796535679679
32.0	137	47	53	4	2.0	0.0	1.0	1.0	171.0	68.0	10.0	208.0	689.0	367.0	585.0	626.0	377.0	27.0	373.0	227.0	1	4633	33.82	2.0	9.0	16	88	1.0	3	2.423948949941061	3.352460662821078
23.0	67	23	29	4	3.0	1.0	0.0	0.0	97.0	56.0	2.0	114.0	326.0	157.0	330.0	291.0	176.0	11.0	157.0	90.0	1	2212	33.01	3.0	1.0	12	49	4.0	0	-0.43242690214035717	1.4209938430513238
27.0	44	13	22	1	0.0	1.0	0.0	0.0	122.0	66.0	4.0	41.0	109.0	54.0	170.0	234.0	169.0	23.0	59.0	52.0	4	1358	30.86	5.0	89.0	14	38	2.0	0	-1.1702061652955833	0.3000863508222703
26.0	81	26	33	0	0.0	0.0	0.0	0.0	196.0	59.0	5.0	102.0	140.0	69.0	458.0	506.0	419.0	180.0	74.0	70.0	6	2578	31.83	7.0	197.0	12	72	2.0	3	0.4132517802982158	0.13746278587288963
20.0	4	1	1	0	0.0	0.0	0.0	0.0	9.0	44.0	0.0	4.0	13.0	3.0	13.0	18.0	20.0	1.0	7.0	5.0	0	135	33.75	0.0	11.0	0	8	0.0	0	-3.359064284985481	-0.13685211427003582
19.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.879179966844998	-0.42796535679679
18.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.916266789484048	-0.448226274195128
27.0	63	20	32	10	0.0	7.0	3.0	3.0	136.0	60.0	25.0	63.0	22.0	8.0	339.0	366.0	387.0	139.0	16.0	45.0	8	2567	40.75	14.0	155.0	4	44	7.0	3	0.594736993650729	-1.6928323730730723
27.0	122	39	49	20	1.0	15.0	4.0	2.0	123.0	67.0	56.0	118.0	30.0	7.0	682.0	533.0	513.0	256.0	20.0	61.0	13	5096	41.77	18.0	257.0	19	50	20.0	3	3.328534535494722	-2.9394372789596734
33.0	160	43	78	26	2.0	1.0	23.0	7.0	265.0	72.0	78.0	106.0	105.0	36.0	623.0	864.0	1119.0	154.0	158.0	271.0	23	4715	29.47	35.0	1090.0	30	199	27.0	1	7.508065883820721	-4.526857514053285
33.0	383	130	158	46	0.0	44.0	2.0	7.0	860.0	70.0	91.0	566.0	264.0	71.0	2330.0	1607.0	1534.0	243.0	99.0	131.0	35	17862	46.64	35.0	958.0	81	380	27.0	1	15.86597253796658	-3.483230980850541
24.0	38	10	19	2	0.0	2.0	0.0	1.0	47.0	60.0	10.0	26.0	8.0	3.0	160.0	92.0	158.0	17.0	10.0	49.0	5	893	23.5	4.0	63.0	3	19	7.0	0	-1.8345794830015534	-0.5817579352628656
28.0	182	87	52	8	1.0	2.0	5.0	10.0	217.0	74.0	43.0	153.0	53.0	12.0	915.0	926.0	793.0	339.0	59.0	60.0	18	7494	41.18	32.0	239.0	36	169	10.0	3	5.571217832390897	-2.377462380025755
21.0	101	33	44	3	1.0	2.0	0.0	3.0	254.0	57.0	15.0	160.0	180.0	83.0	681.0	489.0	362.0	79.0	141.0	115.0	3	3942	39.03	2.0	39.0	11	64	3.0	3	0.917970200360858	0.7593900733792235
24.0	3	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0	4	1.33	0.0	0.0	0	0	0.0	0	-3.6618982142593084	-0.3145742869860877
20.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.842093144205948	-0.40770443939845186
30.0	135	46	56	37	18.0	15.0	5.0	13.0	120.0	71.0	72.0	126.0	123.0	57.0	479.0	926.0	1066.0	297.0	316.0	413.0	14	2689	19.92	21.0	322.0	14	153	60.0	1	8.181733643028076	-2.860741352163848
29.0	60	24	18	4	3.0	0.0	0.0	0.0	147.0	61.0	6.0	116.0	285.0	176.0	336.0	425.0	214.0	22.0	234.0	95.0	1	2779	46.32	5.0	2.0	3	55	4.0	3	0.018016223583178403	1.693466156141545
27.0	79	33	23	0	0.0	0.0	0.0	0.0	71.0	63.0	0.0	62.0	251.0	128.0	504.0	160.0	116.0	7.0	68.0	50.0	0	3617	45.78	2.0	0.0	10	28	0.0	0	-0.9528633618387479	1.1811524394147987
26.0	68	27	19	3	0.0	3.0	0.0	1.0	170.0	58.0	18.0	113.0	82.0	35.0	329.0	367.0	382.0	62.0	74.0	102.0	3	2162	31.79	3.0	100.0	10	57	7.0	3	-0.09342101215445875	0.029827275813365958
21.0	34	14	10	0	0.0	0.0	0.0	0.0	40.0	60.0	2.0	26.0	31.0	14.0	102.0	107.0	116.0	35.0	16.0	28.0	0	556	16.35	3.0	83.0	2	19	1.0	0	-2.5082912790761993	-0.19089682670555166
23.0	4	2	1	0	0.0	0.0	0.0	0.0	4.0	50.0	0.0	4.0	7.0	3.0	9.0	17.0	11.0	1.0	12.0	10.0	0	101	25.25	0.0	0.0	0	2	0.0	0	-3.2898751483883975	-0.08649392675645756
22.0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0	14	14.0	0.0	0.0	0	0	0.0	0	-3.686538442798615	-0.3039980729097519
31.0	2	1	1	0	0.0	0.0	0.0	0.0	2.0	50.0	0.0	2.0	3.0	2.0	4.0	11.0	5.0	2.0	6.0	3.0	0	37	18.5	0.0	1.0	1	1	0.0	0	-3.064068625356235	0.011721494360828921
18.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.916266789484048	-0.448226274195128
23.0	75	30	23	6	0.0	6.0	0.0	2.0	139.0	47.0	55.0	131.0	77.0	30.0	601.0	263.0	290.0	33.0	60.0	62.0	5	4024	53.65	7.0	61.0	17	66	0.0	3	0.49305178973349395	-0.35823691686401266
24.0	11	5	2	1	1.0	0.0	0.0	0.0	7.0	57.0	4.0	2.0	1.0	0.0	17.0	28.0	30.0	10.0	0.0	11.0	2	143	13.0	4.0	9.0	0	6	3.0	0	-2.9358759375277668	-0.3603940587745838
30.0	54	24	16	5	3.0	1.0	1.0	1.0	97.0	68.0	6.0	87.0	187.0	101.0	276.0	326.0	225.0	13.0	186.0	106.0	1	2453	45.43	4.0	18.0	17	72	2.0	3	0.04564423691557456	1.2569202949941127
34.0	78	32	23	2	0.0	1.0	1.0	1.0	210.0	52.0	10.0	91.0	59.0	20.0	530.0	340.0	405.0	28.0	43.0	70.0	14	3778	48.44	16.0	422.0	11	95	3.0	3	0.9503043232697093	-0.43212021358012165
25.0	59	26	15	6	1.0	3.0	2.0	2.0	124.0	47.0	6.0	61.0	92.0	61.0	246.0	328.0	271.0	28.0	158.0	138.0	0	1966	33.32	2.0	16.0	6	43	1.0	0	-0.5824548945351851	0.43362107441848574
20.0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0	5	5.0	0.0	0.0	0	0	0.0	0	-3.8053318881244085	-0.3873705892616269
21.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.8050063215668977	-0.3874435220001137
